,text,label
4112,"Si tengo 8 yemas de huevo, Una pizca de sal, 1/2 taza de azúcar, 2 tazas de ron oscuro, calentado, 1 taza de té fuerte caliente, 1 taza de leche escaldada]que puedo hacer",cook
4113,Quiero Cerdo ahumado a la barbacoa con ensalada de berros  como se hace,cook
4114,Quiero Espaguetis de verduras  como se hace,cook
4115,"Si tengo 1/4 de taza de nueces, 2 pimientos rojos (aproximadamente 1 libra), 1 diente de ajo rallado, 1 cucharada de menta fresca finamente picada, 1 cucharada de aceite de oliva, 1 cucharadita (o más) de pimienta de Alepo o 1/2 cucharadita de pimentón español ahumado picante, 1/2 cucharadita (o más) de zumo de limón fresco, 1/2 cucharadita de melaza de granada o vinagre balsámico, Sal Kosher, pimienta negra recién molida]que puedo hacer",cook
4116,Quiero Salmuera seca para el pavo  como se hace,cook
4117,"Que hacer con 2 cucharadas (1/4 de barra) de mantequilla sin sal, divididas, 5 cucharadas de aceite de oliva virgen extra, divididas, 1 libra de setas frescas variadas (como rebozuelo, ostra, crimini y shiitake con tallo), cortadas en rodajas de 1/4 de pulgada de grosor, Sal kosher gruesa, 1/4 de taza de vermut blanco seco o de jerez seco, 1/4 de taza de crème fraîche o nata para montar, 1 asado de tres puntas de 1 libra y media, con el exceso de grasa recortado, la carne cortada a contrapelo en rebanadas de 1/4 de pulgada de espesor, las rebanadas cortadas transversalmente en longitudes de 3 pulgadas, 1 taza de chalotas cortadas en rodajas finas (unas 4 grandes), 1 cucharada de harina para todo uso, 1 cucharadita más 2 1/2 cucharadas de pasta de tomate, 1 taza de caldo de carne, 1/2 cucharadita de pimentón dulce húngaro, 6 rebanadas de 5 x 3 x 1/2 pulgadas de pan de masa madre crujiente, 1/4 de taza de crema agria, 2 cucharadas de perejil italiano fresco picado]",cook
4118,Como preparar Stroganoff de ternera con setas silvestres sobre tostadas de masa madre ,cook
4119,Quiero Cuscús a la menta con grosellas y piñones  como se hace,cook
4120,Quiero Panna Cotta  como se hace,cook
4121,"Que puedo hacer con 3 cucharadas de semillas de hinojo, 2 cucharadas de granos de pimienta verde seca, 1 1/2 cucharadas de tomillo seco, 1 cucharada de romero seco, 2 hojas de laurel turco o 1 californiano, 1 cucharada de sal kosher, Equipo: un molinillo de café y especias eléctrico]",cook
4122,"Quiero Chuletas de cerdo deshuesadas con compota de jengibre, higos y limón  como se hace",cook
4123,"Si tengo 1 cucharadita de ralladura fina de limón fresco, 1 diente de ajo grande, 1/4 de cucharadita de semillas de cilantro, 1 cucharadita de comino molido, 1/2 cucharadita de chile en polvo, 1/2 cucharadita de pimentón, 1/2 cucharadita de canela, 1/2 cucharadita de sal, 1 cucharada de aceite de oliva virgen extra, Pollo de 3 a 3 1/2 libras, cortado en 8 piezas, 1 cebolla grande, 1 berenjena asiática larga y fina, 1 nabo blanco grande, 5 dientes de ajo grandes, 4 patatas medianas hervidas, 2 cucharadas de aceite de oliva virgen extra, 2 ó 3 ramitas de romero fresco o 1/2 cucharadita de romero seco desmenuzado]que puedo hacer",cook
4124,Como preparar Sopa de boniato con panceta frita y picatostes de romero ,cook
4125,"Que hacer con Bolsa de 14-16 onzas de edamame (soja) congelada sin cáscara, 3 cucharadas de aceite de sésamo tostado, 1 cucharadita de pimienta negra recién molida, 1/2 cucharadita de sal kosher, 1/2 cucharadita de azúcar]",cook
4126,Quiero Edamame a la pimienta  como se hace,cook
4127,Como preparar Ensalada de remolacha con ciruelas y queso de cabra ,cook
4128,Como preparar Ensalada de arroz integral y judías verdes ,cook
4129,"Si tengo 1 1/2 tazas de arroz jazmín o de arroz blanco de grano largo (10 a 11 onzas), 3/4 de taza de zumo de naranja, 3 cucharadas de salsa de soja, 1 cucharada de almidón de maíz, 2 cucharaditas de cáscara de naranja finamente rallada, 2 cucharadas de aceite vegetal, 1 cebolla roja pequeña, partida por la mitad y cortada en rodajas finas, Una pizca grande de pimienta roja seca triturada, 1 1/2 libras de chuletas de pollo, cortadas transversalmente en tiras de 1/2 pulgada de ancho, 1 paquete de 8 onzas de guisantes sin hilo]que puedo hacer",cook
4130,"Como puedo preparar Filete de 5-6 libras, Aceite de oliva, 1 cucharadita de pimienta negra recién molida, 1 1/2 cucharaditas de sal, 1/3 de taza de coñac, calentado, Perejil picado]",cook
4131,"Como se llama la receta con Filete de 5-6 libras, Aceite de oliva, 1 cucharadita de pimienta negra recién molida, 1 1/2 cucharaditas de sal, 1/3 de taza de coñac, calentado, Perejil picado]",cook
4132,Quiero La sopa de ingredientes secretos de Michael Romano  como se hace,cook
4133,Como preparar Filetes de costilla en salsa de vino tinto ,cook
4134,"Si tengo 1-1/2 cucharaditas de aceite de oliva extra virgen o de aceite de ajo, 1 cucharadita de ajo picado, 1/4 de taza de pan rallado seco, Una pizca de sal gris, Pimienta recién molida, 1 cucharada de perejil fresco finamente picado, 1 cucharadita de ralladura de limón fresca, 1 cucharada de queso parmesano recién rallado, Mantequilla sin sal para la bandeja del horno, 1 manojo grande de espárragos, de aproximadamente 1 libra, recortados a una longitud uniforme y cocidos durante 4 minutos en agua hirviendo con sal, 2 cucharadas de aceite de oliva virgen extra, Sal gris y pimienta recién molida, 8 lonchas finas de jamón serrano]que puedo hacer",cook
4135,"Que hacer con 1 1/2 manojos de rúcula, 3 endibias belgas, cortadas transversalmente en tercios y con las hojas separadas, 2 cabezas medianas de achicoria, cortadas en trozos pequeños, 1 1/2 cucharadas de vinagre de malta* o vinagre de Jerez*., 2 cucharaditas de mostaza de Dijon, 5 cucharadas de aceite de oliva virgen extra, pimienta negra recién molida al gusto, *disponible en tiendas de alimentación especializadas y en algunos supermercados]",cook
4136,"Como preparar Ensalada de rúcula, escarola y achicoria con vinagreta de mostaza ",cook
4137,Quiero Brocollini con mantequilla marrón de nuez  como se hace,cook
4138,"Si tengo 2 tazas de nata para montar, 2 tazas de mitad y mitad, 8 onzas de chocolate semidulce, finamente picado, 8 yemas de huevo grandes, 1/3 de taza más 8 cucharadas de azúcar]que puedo hacer",cook
4139,Como preparar Tarta de cerezas y almendras ,cook
4140,"Que hacer con 3 (6 pulgadas) trozos de kombu (algas secas), 1 litro de agua, 1/2 taza de katsuo bushi (copos de bonito seco) bien empaquetados, 2 cucharadas de zanahoria finamente picada, 1/4 de taza de cebolla finamente picada, 1/2 taza de cápsulas de shiitake frescas finamente picadas (2 grandes), 8 camarones medianos (31 a 35 por libra) con cáscara y sin cabeza, pelados y desvenados, picados finamente a mano o en un procesador de alimentos, 1/4 de libra de halibut sin piel, pargo o filete de bacalao, picado finamente a mano o en un procesador de alimentos, 1 yema de huevo grande, ligeramente batida, 1/2 cucharadita de sal marina fina, 1 cucharadita de shoyu ligero (salsa de soja japonesa), 2 cucharaditas de azúcar, 1 litro de aceite vegetal, 1 cucharada de pasta de wasabi preparada, 1 cucharada de mayonesa, 1 cucharada de mirin (vino dulce de arroz japonés), 1 cucharada de vinagre de arroz (sin condimentar), Pimienta blanca al gusto, 2 1/2 cucharadas de mirin, 2 1/2 cucharadas de shoyu oscuro (salsa de soja japonesa), 1 cucharadita de azúcar, 1 cucharadita de maicena mezclada con 1 cucharada de agua fría, 6 onzas de mesclun (4 tazas), 4 hojas frescas de shiso, cortadas en rodajas finas, 3/4 de taza de katsuo bushi (copos de bonito seco) bien empaquetados, 1 1/4 onzas de brotes de daikon, recortados, Equipo especial: tela de queso; un termómetro de profundidad]",cook
4141,Quiero Pasteles de camarones con vinagreta de wasabi  como se hace,cook
4142,Quiero Patatas y cebollas asadas con verduras marchitas  como se hace,cook
4143,Como preparar Tomates verdes a la parrilla con burrata y zumo verde ,cook
4144,Quiero La salsa boloñesa definitiva  como se hace,cook
4145,"Si tengo 1 libra de masa recién hecha para tortillas de maíz, o 1 3/4 tazas de masa harina para tortillas reconstituida con 1 taza más 2 cucharadas de agua bastante caliente, 1/4 de taza de manteca de cerdo recién extraída, 1 cucharadita de sal marina, Aproximadamente 3/4 de taza de Frijoles Refritos, 1/2 taza de manteca de cerdo recién extraída o de aceite de canola o cártamo, 2 tazas de Salsa Verde Cruda, 1/2 taza de cebolla blanca finamente picada, 1 taza de queso fresco o queso panela desmenuzado, Alrededor de 2 tazas de nopales cocidos y cortados en cubos, de aproximadamente 1 libra de paletas (opcional), 1/4 de taza de cilantro fresco picado, sin los extremos del tallo grueso, 10 rábanos rojos, cortados en juliana (opcional)]que puedo hacer",cook
4146,"Si tengo 1 1/2 libras de chiles poblanos frescos (8 grandes), 1/2 cucharadita de semillas de cilantro, 1 clavo entero o 1/8 de cucharadita de clavo molido, 4 pimienta de Jamaica entera o 1/8 de cucharadita de pimienta de Jamaica molida, 1/4 de taza de aceite de oliva suave, 1 cebolla blanca mediana, picada (1 taza), 4 dientes de ajo grandes, picados, 1/2 taza de cilantro picado grueso, De 3 a 4 tazas de caldo de pollo reducido en sodio, 1 taza de crema de leche, Equipo: vasos de chupito o tazas de espresso resistentes al calor]que puedo hacer",cook
4147,Quiero Tarta dulce horneada  como se hace,cook
4148,"Como preparar Penne con salsa de tomate, bacon y queso ",cook
4149,Quiero Patatas de calabacín  como se hace,cook
4150,"Que hacer con 1 1/2 tazas de leche entera, 3 tazas de nata líquida (para montar), Ralladura de 2 limones, 1 taza de azúcar, 6 yemas de huevo grandes, 1/4 de cucharadita de sal kosher, 2 cucharaditas de zumo de limón recién exprimido, 1 taza de harina de uso general, 1 cucharadita de bicarbonato de sodio, 1/2 cucharadita de canela molida, 1 cucharadita de jengibre molido, 1/8 cucharadita de pimienta blanca molida, 1/4 de cucharadita de pimienta de Jamaica molida, 1/4 de cucharadita de sal kosher, 4 onzas (8 cucharadas) de mantequilla sin sal, ablandada, 1/2 taza de azúcar granulado, 1/4 de taza de azúcar moreno bien compactado, 1 huevo grande, 3 cucharadas de melaza]",cook
4151,Quiero Sándwiches de helado de limón con galletas de jengibre  como se hace,cook
4152,"Como puedo preparar 1/2 libra de cavatelli, 1/4 de taza de aceite de oliva, 1 puerro grande picado, sólo las partes blanca y verde pálido, 1/4 de cucharadita de copos de pimienta roja triturados, Sal, Pimienta, 2 calabacines grandes rallados, 1/2 taza de pecorino rallado]",cook
4153,"Si tengo 1/2 libra de cavatelli, 1/4 de taza de aceite de oliva, 1 puerro grande picado, sólo las partes blanca y verde pálido, 1/4 de cucharadita de copos de pimienta roja triturados, Sal, Pimienta, 2 calabacines grandes rallados, 1/2 taza de pecorino rallado]que receta lo usa",cook
4154,Como preparar Tarta de calabaza de verano de la tía Marian ,cook
4155,"Como puedo preparar 1 taza de zumo de piña, dividida, 3/4 de taza de azúcar, 2 cucharadas de chiles jalapeños rojos sin semillas picados gruesos, 3/4 de cucharadita de pimienta de Jamaica molida, 2 cucharadas de zumo de lima fresco, 2 3/4 libras de lomos de cerdo, Cilantro fresco picado]",cook
4156,"Que receta usa 1 taza de zumo de piña, dividida, 3/4 de taza de azúcar, 2 cucharadas de chiles jalapeños rojos sin semillas picados gruesos, 3/4 de cucharadita de pimienta de Jamaica molida, 2 cucharadas de zumo de lima fresco, 2 3/4 libras de lomos de cerdo, Cilantro fresco picado]",cook
4157,"Que puedo hacer con 1 taza de uvas rojas sin semillas (unas 5 onzas), 1/2 taza de vinagre blanco, 1/2 taza de azúcar granulado, 1 cucharada de semillas de cilantro, 2 cucharaditas de salsa picante, como Tabasco, 1 cucharadita de sal kosher, 1 baguette, cortada en 32 rebanadas (1/4 de pulgada de grosor), 1/4 de taza de aceite de oliva virgen extra, 12 onzas de Pâté de Campagne (paté de campo) comprado en la tienda, Aproximadamente 1/4 de taza de mostaza de Dijon, Pimienta negra recién molida (para espolvorear)]",cook
4158,Quiero Pollo al curry sencillo  como se hace,cook
4159,Quiero Salsa del día T de Alton  como se hace,cook
4160,"Que hacer con 2 panes de pita (6 pulgadas) con bolsillos, cada uno cortado en 8 cuñas, 2 cucharadas de aceite vegetal, 1/4 de taza de mantequilla de cacahuete crujiente, 1/4 de taza de cilantro fresco picado más 32 hojas enteras de cilantro fresco, 3 cucharadas de zumo de lima fresco, 3 cucharadas de agua, 1 cucharada de jengibre fresco pelado y picado, 1/2 cucharadita de Tabasco u otra salsa picante, 1/4 de cucharadita de sal, 2 tazas de pollo cocido desmenuzado, caliente (1/2 libra; preferiblemente de carne oscura con piel)]",cook
4161,Quiero Bocaditos de pollo satay  como se hace,cook
4162,Quiero Tonto de la grosella  como se hace,cook
4163,"Como puedo preparar 3/4 de taza de leche, 1 1/2 cucharadas de semillas de eneldo, picadas gruesas, 1 cucharada de miel, 1/4 de taza de aceite de canola, 3 huevos, a temperatura ambiente, batidos para mezclar, 2 1/2 tazas de harina de trigo integral, 1 paquete de levadura seca, 1 1/2 cucharaditas de sal, 3 1/2 tazas de queso cheddar fuerte rallado, 3 cucharadas de eneldo fresco picado]",cook
4164,"Como se llama la receta con 3/4 de taza de leche, 1 1/2 cucharadas de semillas de eneldo, picadas gruesas, 1 cucharada de miel, 1/4 de taza de aceite de canola, 3 huevos, a temperatura ambiente, batidos para mezclar, 2 1/2 tazas de harina de trigo integral, 1 paquete de levadura seca, 1 1/2 cucharaditas de sal, 3 1/2 tazas de queso cheddar fuerte rallado, 3 cucharadas de eneldo fresco picado]",cook
4165,"Si tengo 3/4 de taza de vino dulce de postre (como Sauternes o Muscat de naranja), 1/2 taza de azúcar, 4 yemas de huevo grandes, 1 taza de nata líquida fría, 2 tazas de vino dulce de postre, 1 1/4 tazas de agua, 3/4 de taza de azúcar, 3 manzanas Gala medianas, peladas, descorazonadas y cortadas en gajos de 1/2 pulgada, 6 tazas de galletas de almendra, Almendras tostadas en rodajas]que puedo hacer",cook
4166,Como preparar Amazonia ,cook
4167,"Que puedo hacer con 1 cucharada de aceite de oliva virgen extra, 1/2 taza de cebolla picada (1 pequeña), 3 dientes de ajo machacados, 1 cucharada de chalota finamente picada, 1 cucharadita de pasta de tomate, 1/2 cucharadita de pimienta negra, 1/2 cucharadita de comino molido, 1/4 de cucharadita escasa de copos de pimiento rojo seco, 3/4 de cucharadita de sal, 1/2 taza de pimiento rojo picado grueso (1/2 mediano), 1 tomate ciruela, picado grueso, 1/4 de taza de vino tinto seco, 1 1/2 a 2 cucharadas de vinagre de sidra, 2 cucharadas de azúcar, 1/2 cucharadita de mostaza de Dijon, 1 1/4 lb de cerezas dulces oscuras como las Bing, cortadas en cuartos y deshuesadas (3 tazas), 2 pechugas de pato Moulard deshuesadas y con piel* (3/4 lb), 2 cucharadas de agua, 1 cucharada de estragón o cebollino fresco picado, Equipo especial: un termómetro de lectura instantánea]",cook
4168,Quiero Huevos al horno en cestas de prosciutto crujiente  como se hace,cook
4169,"Que puedo hacer con 3 cucharadas de salsa de soja, 1 cucharada de vinagre de arroz sin condimentar, 1 cucharada de miel, 1 cucharadita de aceite de sésamo oriental, 1/4 de cucharadita de pimienta roja seca triturada, 1 paquete de 12 onzas de tofu extrafuerte, escurrido, cortado en cubos de 3/4 de pulgada, secado con toallas de papel, 1/4 de taza de agua, 1 cucharadita de almidón de maíz, 2 cucharadas de aceite vegetal, divididas, 6 onzas de setas shiitake frescas, con el tallo y los sombreros cortados en cuartos, 8 onzas de guisantes de azúcar, recortados, 4 dientes de ajo picados, 1 cucharada de jengibre fresco pelado y picado, 4 cebollas verdes, cortadas en diagonal]",cook
4170,"Si tengo 2 cucharadas de salsa Worcestershire, 1 cucharada de azúcar moreno bien compactado, 1/8 cucharadita de pimienta de Jamaica molida, 1/4 de cucharadita de cayena, o al gusto, 1 libra de tocino magro, cortado en trozos de 1/2 pulgada]que puedo hacer",cook
4171,Quiero Sorbete de té helado de melocotón  como se hace,cook
4172,"Que hacer con 3 libras de batatas, 2 cucharadas de vinagre balsámico de calidad, 1/2 cucharadita de canela molida, 1/4 de taza de crema agria sin grasa]",cook
4173,"Como puedo preparar aceite vegetal en aerosol o papel pergamino, 1/2 taza de almendras, molidas finamente, 1/4 de taza de harina común, 1/2 taza de azúcar, 1/4 de cucharadita de sal, 2 claras de huevo grandes, 5 cucharadas de mantequilla sin sal, derretida, 1/4 de cucharadita de extracto de almendra, aproximadamente 2/3 de taza de almendras blanqueadas, tostadas]",cook
4174,"Si tengo aceite vegetal en aerosol o papel pergamino, 1/2 taza de almendras, molidas finamente, 1/4 de taza de harina común, 1/2 taza de azúcar, 1/4 de cucharadita de sal, 2 claras de huevo grandes, 5 cucharadas de mantequilla sin sal, derretida, 1/4 de cucharadita de extracto de almendra, aproximadamente 2/3 de taza de almendras blanqueadas, tostadas]que receta lo usa",cook
4175,"Como puedo preparar 4 plátanos firmes y maduros, 1/2 barrita (1/4 de taza) de mantequilla sin sal, derretida y enfriada, 1/4 de taza de azúcar moreno bien compactado, 2 tazas de crema de leche, 2 tazas de leche, 1 vaina de vainilla, cortada por la mitad a lo largo, un trozo de cáscara de limón de 2 por 1/2 pulgadas, retirado con un pelador de verduras, 2/3 de taza de azúcar moreno bien compactado, 8 yemas de huevo grandes, 1/4 de taza de ron oscuro de buena calidad, como Bacardi Black, 1/4 de libra (aproximadamente 1 1/2 tabletas) de chocolate mexicano* como Ibarra, picado, 1 taza de media leche, disponible en algunas tiendas de alimentación especializadas]",cook
4176,"Que receta usa 4 plátanos firmes y maduros, 1/2 barrita (1/4 de taza) de mantequilla sin sal, derretida y enfriada, 1/4 de taza de azúcar moreno bien compactado, 2 tazas de crema de leche, 2 tazas de leche, 1 vaina de vainilla, cortada por la mitad a lo largo, un trozo de cáscara de limón de 2 por 1/2 pulgadas, retirado con un pelador de verduras, 2/3 de taza de azúcar moreno bien compactado, 8 yemas de huevo grandes, 1/4 de taza de ron oscuro de buena calidad, como Bacardi Black, 1/4 de libra (aproximadamente 1 1/2 tabletas) de chocolate mexicano* como Ibarra, picado, 1 taza de media leche, disponible en algunas tiendas de alimentación especializadas]",cook
4177,"Si tengo 2 onzas de bourbon, 1 onza de Campari, 1 onza de vermú dulce (preferiblemente Fórmula Antica), Un toque de limón]que puedo hacer",cook
4178,"Si tengo 4 chiles secos de Nuevo México, 2 tazas de agua hirviendo, 1 cebolla roja grande, cortada por la mitad y en rodajas finas, 3 dientes de ajo pelados, 1 cucharada de aceite de oliva, 1/3 de taza de almendras con piel (crudas; unas 2 onzas), 1 taza de cubos de pan (1/2 pulgada) de un pan italiano o francés de 10 pulgadas, 4 pimientos del piquillo envasados, 1 cucharadita de pimentón, 1/4 de taza de vinagre de vino tinto o de Jerez, 1/2 taza de aceite de oliva virgen extra, 1/8 cucharadita de sal, 8 trozos rectangulares (de 1 pulgada de grosor) de atún de aleta amarilla de calidad sushi (1/4 lb), 1/4 de cucharadita de sal, 1/4 de cucharadita de pimienta negra, 8 lonchas muy finas de jamón serrano (aproximadamente 1/4 lb), 1 cucharada de aceite de oliva]que puedo hacer",cook
4179,"Que puedo hacer con seis costillas de ternera de 1 1/2 a 2 pulgadas de grosor, recortadas del exceso de grasa en el lado de la carne, 5 dientes de ajo, pasados por una prensa de ajos o picados, 1/2 taza de salsa de soja, 3 cucharadas de aceite de sésamo oriental, 2 cucharaditas de jengibre fresco picado, 3 cucharadas de azúcar, 2 cucharaditas de vinagre blanco destilado, 2 cucharaditas de semillas de sésamo, 1 cucharadita de pimienta negra recién molida, 18 cebolletas, recortadas]",cook
4180,Como preparar Cordiales de arándanos y manzanas ,cook
4181,"Que puedo hacer con 6 cucharadas de pasta de almendra pura (unas 4 onzas), a temperatura ambiente, 2/3 de taza de azúcar granulado, 3 barritas (1 1/2 tazas) de mantequilla sin sal, ablandada, 1 cucharadita de vainilla, 3 1/2 tazas de harina común, 1/8 cucharadita de sal, Papel pergamino para forrar la bandeja del horno, 2 claras de huevo grandes, 2 tazas de arena o azúcar perlado, 1 taza de jalea de grosella roja]",cook
4182,"Quiero Ensalada de Haricot Vert, Edamame y Patata Morada  como se hace",cook
4183,Quiero César de achicoria y escarola con chips de chapata  como se hace,cook
4184,"Que puedo hacer con 1 libra 2 onzas de frambuesas (4 1/2 tazas), 3/4 de taza de azúcar, 2 1/2 cucharadas de vinagre de frambuesa, 2 cucharadas de agua]",cook
4185,Quiero Relish de cítricos asados  como se hace,cook
4186,"Como puedo preparar 2/3 de taza de conservas de albaricoque, 1/4 de taza de vinagre de vino blanco, 2 cucharadas de mostaza picante, 2 dientes de ajo grandes, finamente picados, 8 muslos de pollo con piel, con el exceso de grasa recortado]",cook
4187,"Si tengo 2/3 de taza de conservas de albaricoque, 1/4 de taza de vinagre de vino blanco, 2 cucharadas de mostaza picante, 2 dientes de ajo grandes, finamente picados, 8 muslos de pollo con piel, con el exceso de grasa recortado]que receta lo usa",cook
4188,Como preparar Pollo glaseado con albaricoque caliente y pegajoso ,cook
4189,Quiero Jambalaya de salchicha ahumada  como se hace,cook
4190,Quiero Cóctel de moras y jengibre  como se hace,cook
4191,Quiero Sopa de espárragos asados con gremolata de hierbas de primavera  como se hace,cook
4192,Quiero Pilaf de quinoa y verduras de primavera  como se hace,cook
4193,"Que hacer con 1 taza de yogur griego natural de leche entera, 1 diente de ajo, finamente rallado, 1 cucharadita de ralladura fina de limón, 3 cucharaditas de zumo de limón fresco, divididas, Sal Kosher, 1/2 cucharadita de pimienta negra recién molida, 1/2 cucharadita de cilantro molido, 1/2 cucharadita de comino molido, 1/2 cucharadita de pimentón ahumado, 1/4 de cucharadita de canela molida, 1/4 de cucharadita de cúrcuma molida, Una pizca de pimienta de cayena, 4 cucharadas de mantequilla sin sal, divididas, 2 cucharadas de aceite vegetal, divididas, 4 tazas de carne de pavo desmenuzada, a temperatura ambiente, divididas, 1 cebolla roja pequeña, cortada por la mitad y en rodajas muy finas, 2 pepinos persas medianos, cortados en palitos, 1 zanahoria mediana, pelada y cortada en tiras, 4 rábanos, recortados y cortados en rodajas finas, 1 cucharada más 2 cucharaditas de vinagre de vino tinto, 2 tazas de hierbas tiernas mezcladas (como hojas de menta arrancadas, hojas de perejil con tallos tiernos y/o hojas de eneldo), 6 pitas blancas con bolsillos, calentadas, Salsa picante (para servir)]",cook
4194,Como preparar Shawarma de pavo con verduras crujientes ,cook
4195,"Como puedo preparar 1/2 taza de azúcar moreno bien compactado, 1 barra (1/2 taza) de mantequilla sin sal, cortada en trozos, 1 cucharadita de canela y más para decorar, 1 cucharadita de nuez moscada recién rallada, o al gusto, 1/4 de cucharadita de clavo molido, o al gusto, 2/3 de taza de ron oscuro]",cook
4196,"Si tengo 1/2 taza de azúcar moreno bien compactado, 1 barra (1/2 taza) de mantequilla sin sal, cortada en trozos, 1 cucharadita de canela y más para decorar, 1 cucharadita de nuez moscada recién rallada, o al gusto, 1/4 de cucharadita de clavo molido, o al gusto, 2/3 de taza de ron oscuro]que receta lo usa",cook
4197,Quiero Ron caliente con mantequilla II  como se hace,cook
4198,"Como puedo preparar 1 cabeza grande de lechuga romana, cortada en trozos pequeños, 3 cucharadas de aceite de oliva, 2 1/2 cucharadas de zumo de limón fresco, 1 chalota picada, 1 cucharadita de mostaza de Dijon, 1 manojo de cebollino fresco, cortado en trozos de 1 1/2 pulgadas de largo, 1 taza de queso azul desmenuzado]",cook
4199,"Que receta usa 1 cabeza grande de lechuga romana, cortada en trozos pequeños, 3 cucharadas de aceite de oliva, 2 1/2 cucharadas de zumo de limón fresco, 1 chalota picada, 1 cucharadita de mostaza de Dijon, 1 manojo de cebollino fresco, cortado en trozos de 1 1/2 pulgadas de largo, 1 taza de queso azul desmenuzado]",cook
4200,"Que puedo hacer con 8 tazas de pan, cortado en cubos o en trozos de 1 1/2 pulgadas, 4 tazas de bayas mixtas, como mora, frambuesa, fresa o arándano (en cualquier combinación), 8 huevos, 1 1/2 tazas de azúcar, 3 tazas de mitad y mitad, 1 cucharada de vainilla, 1 cucharadita de canela, 1/4 de cucharadita de nuez moscada, azúcar en polvo para espolvorear]",cook
4201,Como preparar Ensalada Mesclun ,cook
4202,Quiero Tartaletas de chocolate con leche y nueces  como se hace,cook
4203,"Que hacer con 1/2 taza (empaquetada) de azúcar moreno, 1/4 de taza de miel, 4 cucharadas (1/2 barra) de mantequilla sin sal, 1/2 taza de ramitas de tomillo fresco, 6 ciruelas grandes y variadas, maduras pero firmes (aproximadamente un kilo), cortadas por la mitad y sin hueso, Nata fresca, Ramitas de tomillo fresco adicionales]",cook
4204,Quiero Tarta de arándanos y arándanos silvestres  como se hace,cook
4205,"Que puedo hacer con 1 taza de azúcar, 1/4 de taza de cacao en polvo sin azúcar, 3 tazas de agua, 8 onzas de chocolate agridulce (no sin azúcar) o semidulce, finamente picado, 2 tazas de arándanos frescos o congelados, 1 1/4 tazas de azúcar, 1 1/4 tazas de agua, 1/2 taza de zumo de arándanos congelado, 1 cucharadita de zumo de limón fresco, 2 cucharadas de piel de naranja rallada, Rodajas de naranja o tiras de piel de naranja (opcional)]",cook
4206,"Como puedo preparar 1 bloque de hielo, 3 botellas de vino blanco seco, 1 1/2 tazas de crema de cassis, 12 rodajas de naranja cortadas por la mitad, 1 pinta de fresas]",cook
4207,"Como se llama la receta con 1 bloque de hielo, 3 botellas de vino blanco seco, 1 1/2 tazas de crema de cassis, 12 rodajas de naranja cortadas por la mitad, 1 pinta de fresas]",cook
4208,Como preparar Soufflés de chocolate agridulce ,cook
4209,Quiero Islas flotantes con salsa de natillas al limón y frambuesas  como se hace,cook
4210,Como preparar Alcachofas al vapor con mayonesa de hierbas y pimienta ,cook
4211,"Que hacer con 2 cucharadas de mantequilla sin sal, derretida y ligeramente enfriada, más, 1/2 taza más 2 cucharadas de harina común; más para las uvas, 1/2 taza de harina de maíz amarilla, 1 cucharadita de polvo de hornear, 1/2 cucharadita de sal kosher, 2 huevos grandes, 1/2 taza de azúcar, 1 cucharadita de ralladura fina de limón, 1/2 cucharadita de extracto de vainilla, 1/4 de taza de aceite vegetal, 6 cucharadas de suero de leche, 2 cucharadas de miel, 1/2 libra de uvas Concord o negras, sin tallo y sin semillas, divididas]",cook
4212,"Que hacer con 2 cebollas blancas medianas, cortadas en rodajas, 2 zanahorias, peladas y cortadas en trozos de 1 pulgada, 2 chiles Scotch bonnet, cortados por la mitad, sin semillas ni costillas, Un trozo de jengibre de 3 pulgadas, pelado y cortado en rodajas, 2 hojas de laurel, 6 granos de pimienta blanca, 4 tazas de agua, 4 muslos de pollo deshuesados y sin piel, cortados en 4 trozos cada uno, 4 pechugas de pollo deshuesadas y sin piel, cortadas en 4 trozos cada una, 2 tazas de cacahuetes sin sal, 3 cucharadas de aceite de oliva, 2 patatas para hornear, peladas y cortadas en cubos de 2 pulgadas, 4 tomates, cortados en cuartos, o 2 tazas de tomates enlatados cortados en trozos grandes, 1 cucharadita de sal, 1 libra de espinacas, sin los tallos duros, lavadas]",cook
4213,Como preparar Estofado de pollo y cacahuetes ,cook
4214,"Que hacer con 1/2 taza de nata para montar, 3 claras de huevo, 6 cucharadas de azúcar, divididas, 3 cucharadas de salsa de caramelo, 1/4 de cucharadita de sal, 5 cucharadas de media leche, 2 onzas de chocolate negro, 2 cucharaditas de jarabe de maíz ligero]",cook
4215,"Como preparar Ensalada Cobb de Patricia Wells: Iceberg, tomate, aguacate, bacon y queso azul ",cook
4216,"Como puedo preparar 4 tazas de caldo de pollo reducido en sodio, 2 dientes de ajo machacados, 3 ramitas grandes de tomillo, 2 tiras (de 2 por 1 pulgada) de ralladura de limón, 1 paquete (de 16 a 20 onzas) de tortellini de queso refrigerados, congelados o secos, 2 cucharaditas de maicena, 2/3 de taza de crema de leche, 1 manojo de espárragos (3/4 de libra), recortados y cortados finamente en diagonal, 1/2 taza de Parmigiano-Reggiano rallado]",cook
